ID,seconds_elapsed,location_latitude,location_longitude,location_local_time,accelerometer_z,street_name,accelerometer_y_new,accelerometer_x_new,L2_norm
41,41,44.940138,-93.172312,2025-02-28T01:24:12Z,-0.119169,Grand Avenue West,-0.202471,-0.028053,0.2366066930815779
42,42,44.940139,-93.172482,2025-02-28T01:24:13Z,-0.212554,Grand Avenue West,-0.004573,0.003334,0.21262932723639041
43,43,44.940139,-93.172653,2025-02-28T01:24:14Z,-0.08507,Grand Avenue West,-0.031974,-0.036398,0.09789819191384487
44,44,44.94014,-93.172825,2025-02-28T01:24:15Z,-0.356169,Grand Avenue West,-0.022525,0.210546,0.41435896310083603
45,45,44.940135,-93.172995,2025-02-28T01:24:16Z,-0.226919,Grand Avenue West,-0.267753,0.065902,0.35710919222837156
46,46,44.940137,-93.173162,2025-02-28T01:24:17Z,-0.235878,Grand Avenue West,-0.062968,0.107058,0.2665798478355031
47,47,44.940138,-93.173322,2025-02-28T01:24:18Z,-0.2681,Grand Avenue West,-0.175551,0.098941,0.33538796204097726
48,48,44.940141,-93.17348,2025-02-28T01:24:19Z,-0.389736,Grand Avenue West,0.024387,0.107712,0.4050811652113685
49,49,44.940141,-93.173619,2025-02-28T01:24:20Z,-0.113472,Grand Avenue West,-0.353758,0.11685,0.38945415628543495
50,50,44.940134,-93.173786,2025-02-28T01:24:21Z,-0.125096,Grand Avenue West,0.007593,0.001002,0.12533023126524584
51,51,44.940137,-93.173936,2025-02-28T01:24:22Z,0.011696,Grand Avenue West,0.054892,-0.034848,0.06606293351040354
52,52,44.940137,-93.174085,2025-02-28T01:24:23Z,0.171334,Grand Avenue West,-0.007768,-0.077094,0.18804033135473888
53,53,44.940138,-93.174237,2025-02-28T01:24:24Z,0.61449,Grand Avenue West,0.037194,-0.166867,0.6378290910776961
54,54,44.94014,-93.174396,2025-02-28T01:24:25Z,0.487827,Grand Avenue West,-0.02767,-0.166213,0.5161081012714294
55,55,44.940137,-93.174561,2025-02-28T01:24:26Z,0.540149,Grand Avenue West,0.173576,-0.210749,0.6052311219509453
56,56,44.940138,-93.174732,2025-02-28T01:24:27Z,0.577495,Grand Avenue West,0.0687,-0.059729,0.5846261356337057
57,57,44.940137,-93.17491,2025-02-28T01:24:28Z,0.259743,Grand Avenue West,0.081791,-0.07433,0.2822784841783022
58,58,44.940136,-93.175094,2025-02-28T01:24:29Z,-0.153753,Grand Avenue West,-0.138883,0.131868,0.24559650266646715
59,59,44.940137,-93.175279,2025-02-28T01:24:30Z,-0.166938,Grand Avenue West,-0.056475,0.044194,0.18168883043544531
60,60,44.940139,-93.175456,2025-02-28T01:24:31Z,-0.226932,Grand Avenue West,-0.115696,0.129406,0.2857089600905089
61,61,44.940136,-93.175631,2025-02-28T01:24:32Z,-0.293632,Grand Avenue West,-0.067109,-0.02387,0.3021475570065063
62,62,44.940142,-93.175801,2025-02-28T01:24:33Z,-0.225985,Grand Avenue West,-0.127546,0.018543,0.26015580944887623
63,63,44.940138,-93.17597,2025-02-28T01:24:34Z,-0.234606,Grand Avenue West,-0.182642,0.059685,0.30324969023067444
64,64,44.940139,-93.176136,2025-02-28T01:24:35Z,-0.2256,Grand Avenue West,-0.009454,-0.02589,0.22727743006290793
65,65,44.940118,-93.176314,2025-02-28T01:24:36Z,-0.308443,Grand Avenue West,-0.126978,-0.206907,0.3925187936672587
66,66,44.94013,-93.176459,2025-02-28T01:24:37Z,-0.565295,Grand Avenue West,-0.1728,-0.166196,0.6140353307758438
67,67,44.940128,-93.176614,2025-02-28T01:24:38Z,-0.822697,Grand Avenue West,-0.310052,0.209428,0.9037824316155963
68,68,44.940118,-93.176757,2025-02-28T01:24:39Z,-1.290745,Grand Avenue West,-0.349336,0.575229,1.4556602276499828
69,1,44.940157,-93.177207,2025-02-28T01:07:09Z,-0.934151,Grand Avenue East,-0.307064,-1.583546,1.8640129626730066
70,2,44.940126,-93.177134,2025-02-28T01:07:10Z,-0.585175,Grand Avenue East,-0.076099,-1.208089,1.3445072965019564
71,3,44.940097,-93.177076,2025-02-28T01:07:11Z,-0.630298,Grand Avenue East,-0.27668,-1.687407,1.8224076862362604
72,4,44.940087,-93.177006,2025-02-28T01:07:12Z,-0.129869,Grand Avenue East,-0.055595,-1.272222,1.2800412409254631
73,5,44.940078,-93.176914,2025-02-28T01:07:13Z,0.339328,Grand Avenue East,0.156051,-0.353121,0.5139940143873273
74,6,44.940073,-93.176817,2025-02-28T01:07:15Z,0.223858,Grand Avenue East,0.042741,0.118552,0.25689253385219274
75,7,44.940073,-93.176724,2025-02-28T01:07:16Z,0.33528,Grand Avenue East,-0.020116,0.254705,0.4215352522399521
76,8,44.940081,-93.176587,2025-02-28T01:07:17Z,0.181512,Grand Avenue East,0.124205,0.347746,0.41146174632035964
77,9,44.940084,-93.176461,2025-02-28T01:07:18Z,0.015024,Grand Avenue East,-0.022721,0.427759,0.4286253918026789
78,10,44.940084,-93.176329,2025-02-28T01:07:19Z,-0.184375,Grand Avenue East,-0.068965,0.466674,0.5064927779603575
79,11,44.940086,-93.176196,2025-02-28T01:07:20Z,-0.139974,Grand Avenue East,0.017517,0.494147,0.5138879484615299
80,12,44.940089,-93.176059,2025-02-28T01:07:21Z,-0.145099,Grand Avenue East,-0.118024,0.504275,0.5378444570710011
81,13,44.940091,-93.175922,2025-02-28T01:07:22Z,-0.165476,Grand Avenue East,-0.053506,0.379927,0.4178393518339315
82,14,44.940095,-93.175797,2025-02-28T01:07:23Z,-0.469644,Grand Avenue East,-0.115413,0.369377,0.6085433554267108
83,15,44.940094,-93.175616,2025-02-28T01:07:24Z,-0.331627,Grand Avenue East,-0.294572,0.456955,0.636833575071227
84,16,44.940093,-93.175469,2025-02-28T01:07:25Z,-0.517042,Grand Avenue East,0.005034,0.504442,0.722370751265581
85,17,44.940093,-93.175328,2025-02-28T01:07:26Z,-0.401833,Grand Avenue East,-0.202604,0.37834,0.5879279686364649
86,18,44.940082,-93.17518,2025-02-28T01:07:27Z,-0.404112,Grand Avenue East,-0.10984,0.358768,0.5514397627737775
87,19,44.940083,-93.17503,2025-02-28T01:07:28Z,-0.459177,Grand Avenue East,-0.132285,0.324382,0.5775521798746845
88,20,44.940084,-93.174886,2025-02-28T01:07:29Z,-0.225895,Grand Avenue East,-0.056932,0.284552,0.3677494314788264
89,21,44.940085,-93.174743,2025-02-28T01:07:30Z,-0.187936,Grand Avenue East,-0.010788,0.236758,0.3024742494891094
90,22,44.94008,-93.174604,2025-02-28T01:07:31Z,-0.085121,Grand Avenue East,-0.086386,0.257829,0.28492791874086326
91,23,44.940079,-93.17446,2025-02-28T01:07:32Z,-0.166207,Grand Avenue East,-0.116577,0.189711,0.2778582863601516
92,24,44.940079,-93.174315000000007,2025-02-28T01:07:33Z,0.135646,Grand Avenue East,-0.191776,0.253324,0.345472025593969
93,25,44.94008,-93.174165,2025-02-28T01:07:34Z,-0.231277,Grand Avenue East,0.12047,0.027032,0.2621694121231537
94,26,44.940074,-93.174021,2025-02-28T01:07:35Z,0.141143,Grand Avenue East,-0.324071,0.191327,0.4019320594565703
95,27,44.940074,-93.173873,2025-02-28T01:07:36Z,-0.039352,Grand Avenue East,0.044182,0.101031,0.11708070715963412
96,28,44.940079,-93.173722,2025-02-28T01:07:37Z,0.082978,Grand Avenue East,-0.002653,0.236317,0.2504757700497196
97,29,44.940078,-93.173569,2025-02-28T01:07:38Z,-0.093884,Grand Avenue East,0.026548,0.069518,0.1197988066885476
98,30,44.940074,-93.173413,2025-02-28T01:07:39Z,0.064141,Grand Avenue East,-0.202604,0.118937,0.24353328040742192
99,31,44.940078,-93.173258,2025-02-28T01:07:40Z,0.022548,Grand Avenue East,0.073536,0.137667,0.1576964124163895
100,32,44.940076,-93.173106,2025-02-28T01:07:41Z,-0.125704,Grand Avenue East,-0.140454,0.031475,0.19110075184833783
101,33,44.940077,-93.172944,2025-02-28T01:07:42Z,0.026092,Grand Avenue East,-0.037095,0.099728,0.10955594677150117
102,34,44.940078,-93.172784,2025-02-28T01:07:43Z,-0.058858,Grand Avenue East,-0.042983,0.072548,0.10283489075697995
103,35,44.940078,-93.172621,2025-02-28T01:07:44Z,-0.140357,Grand Avenue East,-0.132725,0.137477,0.23709900590892405
104,36,44.940078,-93.172459,2025-02-28T01:07:45Z,-0.092212,Grand Avenue East,0.001514,0.138982,0.16679730652501557
105,37,44.940079,-93.1723,2025-02-28T01:07:46Z,-0.01768,Grand Avenue East,-0.027712,0.094369,0.09993020316701051
106,38,44.940079,-93.172139,2025-02-28T01:07:47Z,0.00431,Grand Avenue East,-0.104138,0.087504,0.13608912212223281
107,39,44.94008,-93.171979,2025-02-28T01:07:48Z,-0.131559,Grand Avenue East,-0.136291,0.059852,0.19865867478164653
108,40,44.940076,-93.171823,2025-02-28T01:07:49Z,-0.218934,Grand Avenue East,0.130017,0.047357,0.2589965291157393
109,41,44.940078,-93.171663,2025-02-28T01:07:50Z,-0.255253,Grand Avenue East,-0.179111,0.025245,0.3128452562450004
110,42,44.940089,-93.171503,2025-02-28T01:07:51Z,-0.284214,Grand Avenue East,-0.312277,0.038688,0.42401802304737
111,43,44.940076,-93.171357,2025-02-28T01:07:51Z,-0.15163,Grand Avenue East,0.164228,0.196961,0.29791966770423195
112,44,44.940082,-93.171209,2025-02-28T01:07:52Z,8.78e-4,Grand Avenue East,-0.03177,0.245661,0.24770835816540385
113,45,44.940083,-93.17106,2025-02-28T01:07:53Z,-0.20445,Grand Avenue East,-0.060868,0.264098,0.339488541084968
114,46,44.94008,-93.170913,2025-02-28T01:07:54Z,-0.339874,Grand Avenue East,-0.068311,-0.129281,0.36999230472808486
115,47,44.94008,-93.170776,2025-02-28T01:07:55Z,-0.175732,Grand Avenue East,-0.19914,0.076632,0.2764252861950224
116,48,44.940082,-93.17064,2025-02-28T01:07:56Z,0.036624,Grand Avenue East,0.01279,-0.068848,0.07902498706105558
117,49,44.940082,-93.170507,2025-02-28T01:07:57Z,0.272036,Grand Avenue East,-0.009464,-0.070082,0.2810776393027379
118,50,44.940086,-93.170372,2025-02-28T01:07:58Z,0.090913,Grand Avenue East,0.031465,-2.38e-4,0.09620434729262498
119,51,44.940072,-93.170233,2025-02-28T01:07:59Z,-0.16245,Grand Avenue East,-0.126304,0.154101,0.25707940624834186
120,52,44.940079,-93.170101,2025-02-28T01:08:00Z,-1.437972,Grand Avenue East,-0.419542,0.587905,1.6091647683108776
121,53,44.940071,-93.169981,2025-02-28T01:08:01Z,-2.213865,Grand Avenue East,-0.647618,0.778145,2.434361713709366
122,54,44.94008,-93.169898,2025-02-28T01:08:02Z,-1.302789,Grand Avenue East,-0.427089,0.399693,1.428082170846972
123,55,44.940075,-93.169845,2025-02-28T01:08:03Z,-0.977927,Grand Avenue East,-0.333993,0.28522,1.0720275135359167
124,56,44.940075,-93.169808,2025-02-28T01:08:04Z,-0.642285,Grand Avenue East,-0.18171,0.222647,0.7036478039005025
125,57,44.940077,-93.16979,2025-02-28T01:08:05Z,0.529136,Grand Avenue East,0.134427,-0.111121,0.5571385837168343
126,58,44.940075,-93.169769,2025-02-28T01:08:06Z,1.110401,Grand Avenue East,0.315348,-0.405055,1.223316923339982
127,59,44.940076,-93.169752,2025-02-28T01:08:07Z,1.797805,Grand Avenue East,0.466295,-0.481332,1.9186490922714348
128,60,44.940078,-93.169707,2025-02-28T01:08:08Z,1.421013,Grand Avenue East,0.282476,-0.559849,1.5532229522982206
129,61,44.940077,-93.169654,2025-02-28T01:08:09Z,1.622336,Grand Avenue East,0.468644,-0.431715,1.7429799588225334
130,62,44.940077,-93.169586,2025-02-28T01:08:10Z,1.31539,Grand Avenue East,0.484984,-0.376361,1.4515880733448454
131,63,44.940075,-93.169507,2025-02-28T01:08:11Z,1.110467,Grand Avenue East,0.310845,-0.319325,1.1965492165970442
132,64,44.940073,-93.169421,2025-02-28T01:08:12Z,0.956556,Grand Avenue East,0.23322,-0.273344,1.021815977498884
133,65,44.940076,-93.169323,2025-02-28T01:08:13Z,0.739622,Grand Avenue East,0.238964,-0.243294,0.8144547050732779
134,66,44.940077,-93.169222,2025-02-28T01:08:14Z,0.649609,Grand Avenue East,0.14649,-0.151681,0.6829775243315113
135,67,44.940079,-93.169114,2025-02-28T01:08:15Z,0.113894,Grand Avenue East,-0.071963,-0.019541,0.13613363759923555
136,68,44.94008,-93.169004,2025-02-28T01:08:16Z,0.057538,Grand Avenue East,0.104686,-0.076367,0.14178045961626728
137,69,44.940074,-93.168895,2025-02-28T01:08:17Z,0.448313,Grand Avenue East,-8.16e-4,-0.112553,0.46222655660833684
138,70,44.940075,-93.168781,2025-02-28T01:08:18Z,0.346992,Grand Avenue East,0.076932,-0.174747,0.39605365128603476
139,71,44.940078,-93.168661,2025-02-28T01:08:19Z,-0.052457,Grand Avenue East,-0.046137,-0.017904,0.07211735459651858
140,72,44.940081,-93.168512,2025-02-28T01:08:20Z,-0.167826,Grand Avenue East,-0.055796,0.07823,0.1933874163227794
141,73,44.940079,-93.168412,2025-02-28T01:08:21Z,-0.139667,Grand Avenue East,-0.054217,0.194383,0.24542026132126907
142,74,44.940075,-93.168299,2025-02-28T01:08:22Z,-0.228314,Grand Avenue East,-0.082188,0.067062,0.2517527790988612
143,75,44.940075,-93.168185,2025-02-28T01:08:23Z,-0.348536,Grand Avenue East,-0.153339,0.117878,0.3986043340218468
144,76,44.940074,-93.168074,2025-02-28T01:08:24Z,-0.456194,Grand Avenue East,-0.130935,0.178333,0.5070104523084311
145,77,44.940075,-93.167971,2025-02-28T01:08:25Z,-0.448991,Grand Avenue East,-0.156248,0.172674,0.5057891515849268
146,78,44.940077,-93.167878,2025-02-28T01:08:26Z,-0.47755,Grand Avenue East,-0.174513,0.114707,0.521216351928832
147,79,44.940074,-93.167789,2025-02-28T01:08:27Z,-0.3934,Grand Avenue East,-0.150861,0.198161,0.46560754208023736
148,80,44.940077,-93.167703,2025-02-28T01:08:28Z,-0.753766,Grand Avenue East,-0.249647,0.243172,0.8304332778429584
149,81,44.940074,-93.167631,2025-02-28T01:08:29Z,-0.855632,Grand Avenue East,-0.288134,0.303227,0.9524042917317204
150,82,44.940074,-93.167561,2025-02-28T01:08:30Z,-0.864872,Grand Avenue East,-0.27767,0.280899,0.9507935914198201
151,83,44.940073,-93.167523,2025-02-28T01:08:31Z,-1.116523,Grand Avenue East,-0.347277,0.33937,1.217537236045781
152,84,44.940073,-93.1675,2025-02-28T01:08:32Z,-0.439281,Grand Avenue East,-0.147973,0.14444100000000001,0.4855172583657557
153,85,44.940075,-93.167481,2025-02-28T01:08:33Z,-0.120403,Grand Avenue East,-0.057548,0.047661,0.14170471281506483
154,86,44.940076,-93.167468,2025-02-28T01:08:34Z,-0.086382,Grand Avenue East,-0.052392,0.034264,0.10668080091562868
155,87,44.940076,-93.167462,2025-02-28T01:08:35Z,0.163247,Grand Avenue East,0.024319,-0.038682,0.1695207771749528
156,88,44.940078,-93.167458,2025-02-28T01:08:36Z,0.273647,Grand Avenue East,0.051612,-0.07606,0.2886721371261868
157,89,44.940078,-93.167457,2025-02-28T01:08:37Z,0.371693,Grand Avenue East,0.077242,-0.110465,0.3953789688868137
158,90,44.940079,-93.167454,2025-02-28T01:08:38Z,0.298914,Grand Avenue East,0.061244,-0.089782,0.31805850791324547
159,91,44.940079,-93.16745,2025-02-28T01:08:39Z,0.111735,Grand Avenue East,0.006818,-0.028623,0.11554424034974656
160,92,44.940078,-93.167442,2025-02-28T01:08:40Z,0.324237,Grand Avenue East,0.063642,-0.097264,0.3444418993516904
161,93,44.940081,-93.167436,2025-02-28T01:08:41Z,0.966996,Grand Avenue East,0.243563,-0.297863,1.0407336670608864
162,94,44.940074,-93.167423,2025-02-28T01:08:42Z,1.467524,Grand Avenue East,0.3624,-0.451548,1.577610866747564
163,95,44.940076,-93.167387,2025-02-28T01:08:43Z,1.114418,Grand Avenue East,0.30448,-0.344363,1.2054963396431362
164,96,44.940077,-93.167334,2025-02-28T01:08:44Z,0.939344,Grand Avenue East,0.206475,-0.255698,0.9951786488691364
165,97,44.940077,-93.167268000000007,2025-02-28T01:08:45Z,0.780558,Grand Avenue East,0.135408,-0.210517,0.8197094150471861
166,98,44.940077,-93.167193,2025-02-28T01:08:46Z,0.395469,Grand Avenue East,0.185481,-0.22206,0.49000977023116593
167,99,44.940076,-93.16711,2025-02-28T01:08:47Z,-0.054245,Grand Avenue East,-0.231877,0.047899,0.24290693146758904
168,1,44.94174,-93.167116,2025-02-28T01:35:23Z,-0.159764,Snelling Avenue South R,-0.10077,0.021471,0.19010558234044575
169,2,44.94165,-93.167131,2025-02-28T01:35:24Z,-0.042587,Snelling Avenue South R,-0.101526,0.029207,0.11390447793655875
170,3,44.941547,-93.167133,2025-02-28T01:35:25Z,-0.383885,Snelling Avenue South R,-0.1698,0.03194,0.42097493610071374
171,4,44.941413,-93.167135,2025-02-28T01:35:26Z,-0.477324,Snelling Avenue South R,-0.050205,-0.022029,0.48046229804428986
172,5,44.941296,-93.16713,2025-02-28T01:35:27Z,-0.449188,Snelling Avenue South R,-0.39344,0.120086,0.609085823460044
173,6,44.941177,-93.167124,2025-02-28T01:35:28Z,-0.591781,Snelling Avenue South R,0.17556,0.187483,0.645116997799624
174,7,44.94106,-93.167123,2025-02-28T01:35:29Z,-0.537328,Snelling Avenue South R,-0.328868,0.17745,0.6544952585832842
175,8,44.940945,-93.167121,2025-02-28T01:35:30Z,-0.429008,Snelling Avenue South R,-0.177318,0.133691,0.4830764128675711
176,9,44.940837,-93.167126,2025-02-28T01:35:31Z,-0.667434,Snelling Avenue South R,-0.160744,0.221601,0.7213971036072989
177,10,44.940738,-93.167128,2025-02-28T01:35:32Z,-0.754351,Snelling Avenue South R,-0.371859,0.21781,0.8687725497401493
178,11,44.940641,-93.167131,2025-02-28T01:35:33Z,-1.028906,Snelling Avenue South R,-0.247365,0.272162,1.0926615003307292
179,12,44.940551,-93.167132,2025-02-28T01:35:34Z,-0.828779,Snelling Avenue South R,-0.378454,0.241276,0.942505262124833
180,13,44.940456,-93.167133,2025-02-28T01:35:35Z,-1.198644,Snelling Avenue South R,-0.201124,0.255022,1.2418673530598991
181,14,44.94039,-93.167131,2025-02-28T01:35:36Z,-1.500383,Snelling Avenue South R,-0.512599,0.445572,1.646949085027828
182,15,44.940301,-93.167125,2025-02-28T01:35:37Z,-1.391649,Snelling Avenue South R,-0.395368,0.428288,1.5087854073952993
183,16,44.940252,-93.16712,2025-02-28T01:35:38Z,-0.97198,Snelling Avenue South R,-0.344688,0.289595,1.0711770170093269
184,17,44.940243,-93.167121,2025-02-28T01:35:39Z,-0.603326,Snelling Avenue South R,-0.157519,0.178723,0.6486573890475619
185,18,44.940257,-93.167123,2025-02-28T01:35:40Z,-0.205549,Snelling Avenue South R,-0.066321,0.076879,0.22925803602709327
186,19,44.940245,-93.167126,2025-02-28T01:35:41Z,0.065598,Snelling Avenue South R,0.014459,-0.039126,0.07773676196626665
187,20,44.940252,-93.167125,2025-02-28T01:35:42Z,0.642964,Snelling Avenue South R,0.176007,-0.197916,0.695378970347105
188,21,44.940262,-93.167124,2025-02-28T01:35:43Z,0.603238,Snelling Avenue South R,0.169028,-0.186561,0.6536601228077173
189,22,44.940264,-93.167125,2025-02-28T01:35:44Z,0.591344,Snelling Avenue South R,0.163311,-0.179294,0.6391436047501375
190,23,44.940265,-93.167125,2025-02-28T01:35:45Z,0.561748,Snelling Avenue South R,0.154349,-0.175285,0.60836605800291
191,24,44.940269,-93.167127,2025-02-28T01:35:46Z,0.53298,Snelling Avenue South R,0.145354,-0.162027,0.5757153936147618
192,25,44.940269,-93.167128,2025-02-28T01:35:47Z,0.495663,Snelling Avenue South R,0.130476,-0.148241,0.5335552363401562
193,26,44.940268,-93.16713,2025-02-28T01:35:48Z,0.46593,Snelling Avenue South R,0.119703,-0.141189,0.5013520787131535
194,27,44.940268,-93.167131,2025-02-28T01:35:49Z,0.437746,Snelling Avenue South R,0.113083,-0.131678,0.47090171064565056
195,28,44.940267,-93.167132,2025-02-28T01:35:50Z,0.40622,Snelling Avenue South R,0.101875,-0.121444,0.43605257614306103
196,29,44.940267,-93.167133,2025-02-28T01:35:51Z,0.381023,Snelling Avenue South R,0.094511,-0.114587,0.4089511416037373
197,30,44.940267,-93.167133,2025-02-28T01:35:52Z,0.35726,Snelling Avenue South R,0.085706,-0.104933,0.3820878963340765
198,31,44.940267,-93.167133,2025-02-28T01:35:53Z,0.329921,Snelling Avenue South R,0.07707,-0.0951,0.3518972309368177
199,32,44.940267,-93.167133,2025-02-28T01:35:54Z,0.308824,Snelling Avenue South R,0.069997,-0.088197,0.3287104406525597
200,33,44.940267,-93.167133,2025-02-28T01:35:55Z,0.281775,Snelling Avenue South R,0.062749,-0.082536,0.3002445318769353
201,34,44.940267,-93.167133,2025-02-28T01:35:56Z,0.266705,Snelling Avenue South R,0.056256,-0.073335,0.2822663932989544
202,35,44.940267,-93.167133,2025-02-28T01:35:57Z,0.2446,Snelling Avenue South R,0.05098,-0.070199,0.2595303835796495
203,36,44.940267,-93.167133,2025-02-28T01:35:58Z,0.229611,Snelling Avenue South R,0.045296,-0.062058,0.2421242125459575
204,37,44.940267,-93.167133,2025-02-28T01:35:59Z,0.342837,Snelling Avenue South R,0.081184,-0.097387,0.3655301330861794
205,38,44.940254,-93.16713,2025-02-28T01:36:00Z,0.416161,Snelling Avenue South R,0.093179,-0.118125,0.44252211197520963
206,39,44.940247,-93.16712,2025-02-28T01:36:01Z,0.358052,Snelling Avenue South R,0.084082,-0.113826,0.38500308531750754
207,40,44.940247,-93.16712,2025-02-28T01:36:02Z,0.074063,Snelling Avenue South R,-0.006367,-0.009566,0.0749491495215256
208,41,44.94023,-93.167122,2025-02-28T01:36:03Z,0.316662,Snelling Avenue South R,0.066766,-0.08892,0.3356177697917677
209,42,44.940227,-93.167124,2025-02-28T01:36:04Z,0.607236,Snelling Avenue South R,0.155461,-0.178883,0.6518456948588369
210,43,44.94023,-93.167114,2025-02-28T01:36:05Z,1.606139,Snelling Avenue South R,0.443312,-0.493616,1.737775811812617
211,44,44.940211,-93.167124,2025-02-28T01:36:06Z,1.558666,Snelling Avenue South R,0.380923,-0.457341,1.6684432330067451
212,45,44.940159,-93.16712,2025-02-28T01:36:07Z,1.224042,Snelling Avenue South R,0.299013,-0.362183,1.3110545821673483
213,46,44.940096,-93.167116,2025-02-28T01:36:08Z,0.959054,Snelling Avenue South R,0.189084,-0.270388,1.0142223644329678
